key,zh-TW,zh-CN,en
"mbti.text533","❌ 系統發生錯誤","",""
"mbti.text534","✅ MBTI 已清除","",""
"mbti.text535","❌ 系統發生錯誤","",""
"mbti.text536","已取消","",""
"mbti.text537","❌ 系統發生錯誤","",""
"mbti.text538","⚠️ 無效的 MBTI 類型","",""
"mbti.text539","❌ 系統發生錯誤","",""
"mbti_test.text540","MBTI 完整測驗","",""
"mbti_test.text541","MBTI 快速測驗","",""
"mbti_test.text542","36 題","",""
"mbti_test.text543","12 題","",""
"mbti_test.text544","⚠️ 用戶不存在","",""
"mbti_test.text545","⚠️ 測驗已結束或不存在","",""
"mbti_test.text546","⚠️ 問題順序錯誤","",""
"mbti_test.text547","✅ 已記錄","",""
"mbti_test.text548","❌ 系統發生錯誤","",""
"mbti_test.text549","完整測驗","",""
"mbti_test.text550","快速測驗","",""
"mbti_test.text551","36 題","",""
"mbti_test.text552","12 題","",""
"mbti_test.text553","結果更準確","",""
"mbti_test.text554","結果僅供參考","",""
"mbti_test.text555","🧠 MBTI 選單","",""
"mbti_test.text556","🏠 返回主選單","",""
"mbti_test.text557","✅ 是的，我了解並會注意安全","",""
"mbti_test.text558","📚 我想了解更多安全知識","",""
"menu.text559","⚠️ 無法獲取邀請碼","",""
"menu.text560","📤 分享邀請碼","",""
"menu.text561","📊 查看邀請統計","",""
"menu.text562","🏠 返回主選單","",""
"menu.text563","⚠️ 未知的選項","",""
"menu.text564","❌ 系統發生錯誤","",""
"menu.text565","🏠 返回主選單","",""
"menu.text566","✅ 正在加載...","",""
"menu.text567","❌ 系統發生錯誤","",""
"message_forward.text568","⚠️ **不允許發送圖片、影片或多媒體**

","",""
"message_forward.text569","💡 為了保護隱私和安全，對話中只允許純文字訊息。

","",""
"message_forward.text570","請使用文字訊息與對方交流。","",""
"message_forward.text571","⚠️ 找不到指定的對話，可能已結束或過期。","",""
"message_forward.text572","⚠️ 找不到指定的對話，可能已結束或過期。","",""
"message_forward.text573","❌ 此對話已結束。

使用 /catch 撿新的漂流瓶開始新對話。","",""
"message_forward.text574","💡 請長按你要回復的消息，在出現的選單中選擇「回覆」後，在聊天框中輸入回復內容。","",""
"message_forward.text575","⚠️ **訊息包含不允許的連結**

","",""
"message_forward.text576","為了安全，只允許以下網域的連結：
","",""
"message_forward.text577","💡 請移除這些連結後重新發送。","",""
"message_forward.text578","💡 VIP 用戶每日可發送 100 則訊息。","",""
"message_forward.text579","💡 升級 VIP 可獲得更多配額（100 則/天）：/vip","",""
"message_forward.text580","❌ 對話資訊錯誤。","",""
"message_forward.text581","❌ 對方用戶不存在。","",""
"message_forward.text582","❌ 發送者資訊錯誤。","",""
"message_forward.text583","匿名用戶","",""
"message_forward.text584","匿名用戶","",""
"message_forward.text585","⚠️ 用戶不存在","",""
"message_forward.text586","⚠️ 對話不存在或已結束","",""
"message_forward.text587","⚠️ 對話不存在或已結束","",""
"message_forward.text588","⚠️ 此對話已結束","",""
"message_forward.text589","💡 請在下方輸入框輸入內容","",""
"message_forward.text590","❌ 系統發生錯誤","",""
"nickname_callback.text591","❌ 用戶不存在","",""
"nickname_callback.text592","❌ 無法獲取 Telegram 暱稱","",""
"nickname_callback.text593","✅ 暱稱已設定","",""
"nickname_callback.text594","👨 男性","",""
"nickname_callback.text595","👩 女性","",""
"nickname_callback.text596","❌ 發生錯誤","",""
"nickname_callback.text597","❌ 發生錯誤","",""
"official_ad.text598","❌ 用戶不存在","",""
"official_ad.text599","✅ 你已經看過所有官方廣告了！","",""
"official_ad.text600","❌ 暫無可用的廣告","",""
"official_ad.text601","✅ 領取獎勵","",""
"official_ad.text602","➡️ 下一個廣告","",""
"official_ad.text603","❌ 關閉","",""
"official_ad.text604","❌ 發生錯誤，請稍後再試","",""
"official_ad.text605","❌ 用戶不存在","",""
"official_ad.text606","❌ 廣告不存在","",""
"official_ad.text607","❌ 無法領取此廣告","",""
"official_ad.text608","無限","",""
"official_ad.text609","💡 還有更多官方廣告可以觀看！","",""
"official_ad.text610","✅ 你已經看過所有官方廣告了","",""
"official_ad.text611","❌ 發生錯誤，請稍後再試","",""
"official_ad.text612","❌ 用戶不存在","",""
"official_ad.text613","❌ 廣告不存在","",""
"official_ad.text614","❌ 此廣告不需要驗證","",""
"official_ad.text615","無限","",""
"official_ad.text616","❌ 發生錯誤，請稍後再試","",""
"official_ad.text617","❌ 你沒有權限查看廣告統計","",""
"official_ad.text618","❌ 廣告不存在","",""
"official_ad.text619","📊 暫無官方廣告","",""
"official_ad.text620","📊 **官方廣告統計**

","",""
"official_ad.text621","💡 使用 /ad_stats {id} 查看詳細統計","",""
"official_ad.text622","❌ 獲取統計數據失敗","",""
"onboarding_callback.text623","❌ 用戶不存在","",""
"onboarding_callback.text624","⚠️ 當前不在性別選擇步驟","",""
"onboarding_callback.text625","👨 男性","",""
"onboarding_callback.text626","👩 女性","",""
"onboarding_callback.confirm","✅ 確認","",""
"onboarding_callback.text627","❌ 重新選擇","",""
"onboarding_callback.text628","❌ 發生錯誤","",""
"onboarding_callback.text629","❌ 用戶不存在","",""
"onboarding_callback.text630","✅ 性別已保存","",""
"onboarding_callback.text631","❌ 發生錯誤","",""
"onboarding_callback.text632","👨 男性","",""
"onboarding_callback.text633","👩 女性","",""
"onboarding_callback.text634","❌ 發生錯誤","",""
"onboarding_callback.text635","❌ 用戶不存在","",""
"onboarding_callback.text636","⚠️ 當前不在生日輸入步驟","",""
"onboarding_callback.text637","❌ 生日格式錯誤","",""
"onboarding_callback.text638","✅ 生日已保存","",""
"onboarding_callback.text639","❌ 發生錯誤","",""
"onboarding_callback.text640","❌ 用戶不存在","",""
"onboarding_callback.text641","⚠️ 當前不在血型選擇步驟","",""
"onboarding_callback.text642","✅ 已跳過血型設定","",""
"onboarding_callback.text643","✍️ 我已經知道我的 MBTI","",""
"onboarding_callback.text644","📝 進行快速測驗（12 題，僅供參考）","",""
"onboarding_callback.text645","⏭️ 稍後再說","",""
"onboarding_callback.text646","❌ 發生錯誤","",""
"onboarding_callback.text647","❌ 發生錯誤","",""
"onboarding_callback.text648","❌ 用戶不存在","",""
"onboarding_callback.back","⬅️ 返回","",""
"onboarding_callback.text649","❌ 發生錯誤","",""
"onboarding_callback.text650","❌ 用戶不存在","",""
"onboarding_callback.text651","✅ 開始測驗","",""
"onboarding_callback.text652","❌ 發生錯誤","",""
"onboarding_callback.text653","❌ 用戶不存在","",""
"onboarding_callback.text654","✅ 已跳過","",""
"onboarding_callback.text655","✅ 是的，我了解並會注意安全","",""
"onboarding_callback.text656","📚 我想了解更多安全知識","",""
"onboarding_callback.text657","❌ 發生錯誤","",""
"onboarding_callback.text658","❌ 用戶不存在","",""
"onboarding_callback.text659","✍️ 我已經知道我的 MBTI","",""
"onboarding_callback.text660","📝 進行快速測驗（12 題，僅供參考）","",""
"onboarding_callback.text661","⏭️ 稍後再說","",""
"onboarding_callback.text662","❌ 發生錯誤","",""
"onboarding_callback.text663","❌ 用戶不存在","",""
"onboarding_callback.text664","❌ 無效的 MBTI 類型","",""
"onboarding_callback.text665","✅ 是的，我了解並會注意安全","",""
"onboarding_callback.text666","📚 我想了解更多安全知識","",""
"onboarding_callback.text667","❌ 發生錯誤","",""
"onboarding_callback.text668","❌ 用戶不存在","",""
"onboarding_callback.text669","⚠️ 當前不在 MBTI 測驗步驟","",""
"onboarding_callback.text670","✅ 是的，我了解並會注意安全","",""
"onboarding_callback.text671","📚 我想了解更多安全知識","",""
"onboarding_callback.text672","❌ 發生錯誤","",""
"onboarding_callback.text673","❌ 用戶不存在","",""
"onboarding_callback.text674","⚠️ 當前不在反詐騙測驗步驟","",""
"onboarding_callback.text675","✅ 安全確認完成","",""
"onboarding_callback.text676","✅ 我已閱讀並同意","",""
"onboarding_callback.text677","❌ 發生錯誤","",""
"onboarding_callback.text678","✅ 我了解了，繼續註冊","",""
"onboarding_callback.text679","❌ 發生錯誤","",""
"onboarding_callback.text680","❌ 用戶不存在","",""
"onboarding_callback.text681","⚠️ 當前不在服務條款步驟","",""
"onboarding_callback.text682","✅ 註冊完成！","",""
"onboarding_callback.text683","❌ 發生錯誤","",""
"onboarding_callback.text684","男性","",""
"onboarding_callback.text685","女性","",""
"onboarding_callback.text686","🌊 丟出漂流瓶","",""
"onboarding_callback.text687","🎣 撿起漂流瓶","",""
"onboarding_callback.text688","👤 個人資料","",""
"onboarding_callback.text689","📊 統計","",""
"onboarding_callback.text690","❌ 發生錯誤","",""
"onboarding_input.text691","❌ 發生錯誤，請重新輸入。","",""
"onboarding_input.text692","👨 男性","",""
"onboarding_input.text693","👩 女性","",""
"onboarding_input.confirm","✅ 確認","",""
"onboarding_input.text694","❌ 重新輸入","",""
"onboarding_input.text695","是","",""
"onboarding_input.text696","✅ 我已閱讀並同意","",""
"refresh_avatar.text697","❌ 用戶不存在，請先註冊","",""
"refresh_avatar.text698","🔄 正在刷新頭像...

","",""
"refresh_avatar.text699","這可能需要幾秒鐘時間。","",""
"refresh_avatar.text700","✅ **頭像已更新！**

","",""
"refresh_avatar.text701","您的頭像緩存已刷新，下次查看對話歷史時將顯示最新頭像。

","",""
"refresh_avatar.text702","💡 **提示：**
","",""
"refresh_avatar.text703","• 頭像會自動每 7 天更新一次
","",""
"refresh_avatar.text704","• 如果您更換了 Telegram 頭像，系統會自動檢測
","",""
"refresh_avatar.text705","• 您也可以隨時使用此命令手動刷新","",""
"refresh_avatar.text706","❌ 刷新頭像失敗

","",""
"refresh_avatar.text707","請稍後再試，或聯繫管理員。","",""
"refresh_conversations.text708","❌ 用戶不存在，請先註冊","",""
"refresh_conversations.text709","🔄 正在刷新所有對話歷史...

","",""
"refresh_conversations.text710","這可能需要一些時間，請稍候。","",""
"refresh_conversations.text711","💡 **沒有找到對話歷史**

","",""
"refresh_conversations.text712","您還沒有任何對話記錄。

","",""
"refresh_conversations.text713","使用 /throw 丟出漂流瓶開始聊天吧！","",""
"refresh_conversations.text714","❌ 刷新對話歷史失敗

","",""
"refresh_conversations.text715","請稍後再試，或聯繫管理員。","",""
"report.text716","⚠️ 用戶不存在，請先使用 /start 註冊。","",""
"report.text717","⚠️ 請先完成註冊流程。

使用 /start 繼續註冊。","",""
"report.text718","⚠️ 請長按你要舉報的訊息後回覆指令

","",""
"report.text719","**操作步驟：**
","",""
"report.text720","1️⃣ 長按對方的訊息
","",""
"report.text721","2️⃣ 選擇「回覆」
","",""
"report.text722","3️⃣ 輸入 /report

","",""
"report.text723","💡 這樣可以準確指定要舉報的對象。","",""
"report.text724","⚠️ 無法識別對話對象

","",""
"report.text725","請確保回覆的是對方發送的訊息（帶有 # 標識符）。","",""
"report.text726","⚠️ 找不到此對話

","",""
"report.text727","對話可能已結束或不存在。","",""
"report.text728","⚠️ 對話資訊錯誤。","",""
"report.text729","請選擇舉報原因：","",""
"report.text730","🔞 色情內容","",""
"report.text731","💰 詐騙 / 釣魚","",""
"report.text732","😡 騷擾 / 辱罵","",""
"report.text733","📢 垃圾廣告","",""
"report.text734","⚠️ 其他違規","",""
"report.cancel","❌ 取消","",""
"report.text735","❌ 系統發生錯誤，請稍後再試。","",""
"report.text736","⚠️ 用戶不存在","",""
"report.text737","⚠️ 會話已過期，請重新操作","",""
"report.text738","⚠️ 對話不存在","",""
"report.text739","⚠️ 對話資訊錯誤","",""
"report.text740","多次被舉報 / Multiple reports","",""
"report.text741","✅ 舉報已提交","",""
"report.text742","感謝你的舉報，我們會盡快審核。

","",""
"report.text743","💡 提示：
","",""
"report.text744","• 長按對方訊息回覆 /block 可封鎖此使用者
","",""
"report.text745","• 使用 /catch 撿新的漂流瓶","",""
"report.text746","❌ 系統發生錯誤","",""
"report.text747","已取消","",""
"report.text748","小時","",""
"report.text749","天","",""
"start.text750","好友","",""
"start.text751","🌊 丟出漂流瓶","",""
"start.text752","🎣 撿起漂流瓶","",""
"start.text753","👤 個人資料","",""
"start.text754","📊 統計","",""
"start.text755","好友","",""
"start.text756","❌ 系統發生錯誤，請稍後再試。

如果問題持續，請聯繫管理員。","",""
"start.text757","👨 男性","",""
"start.text758","👩 女性","",""
"start.text759","✍️ 我已經知道我的 MBTI","",""
"start.text760","📝 進行快速測驗","",""
"start.text761","⏭️ 稍後再說","",""
"start.text762","✅ 是的，我了解並會注意安全","",""
"start.text763","📚 我想了解更多安全知識","",""
"start.text764","✅ 我已閱讀並同意","",""
"tasks.text765","⚠️ 找不到用戶資料，請先使用 /start 註冊。","",""
"tasks.text766","📋 **任務中心**

完成任務獲得額外瓶子！

","",""
"tasks.text767","(待領取)","",""
"tasks.text768","✏️ 編輯個人資料","",""
"tasks.text769","📢 加入官方頻道","",""
"tasks.text770","🎁 領取獎勵","",""
"tasks.text771","🌊 丟出漂流瓶","",""
"tasks.text772","🎣 撿起漂流瓶","",""
"tasks.text773","👥 查看邀請碼","",""
"tasks.text774","🏠 返回主選單","",""
"tasks.text775","❌ 查看任務中心時系統發生錯誤，請稍後再試。","",""
"tasks.text776","當天有效","",""
"tasks.text777","永久有效","",""
"tasks.text778","⚠️ 無效的請求","",""
"tasks.text779","📢 **加入官方頻道**

","",""
"tasks.text780","點擊下方按鈕加入 XunNi 官方頻道，獲取最新消息和活動！

","",""
"tasks.text781","加入後點擊「我已加入」按鈕領取獎勵 🎁","",""
"tasks.text782","📢 加入官方頻道","",""
"tasks.text783","✅ 我已加入，領取獎勵","",""
"tasks.text784","🏠 返回主選單","",""
"tasks.text785","⚠️ 未知的任務類型","",""
"tasks.text786","❌ 系統發生錯誤","",""
"throw.text787","違規行為","",""
"throw.text788","✅ 繼續編輯","",""
"throw.text789","🗑️ 刪除草稿","",""
"throw.text790","✍️ 重新開始","",""
"throw.text791","男生","",""
"throw.text792","女生","",""
"throw.text793","任何人","",""
"throw.text794","🍾 丟漂流瓶","",""
"throw.text795","🏠 返回主選單","",""
"throw.text796","⚠️ 用戶不存在","",""
"throw.text797","⚠️ 會話已過期，請重新開始：/throw","",""
"throw.text798","💡 請在下方輸入框輸入內容","",""
"throw.text799","📝 請輸入你的漂流瓶內容：","",""
"throw.text800","❌ 系統發生錯誤","",""
"throw.text801","匿名","",""
"throw.text802","• 語言相同 ✓","",""
"throw.text803","• MBTI 高度配對 ✓","",""
"throw.text804","• 星座高度相容 ✓","",""
"throw.text805","• 年齡區間相近 ✓","",""
"throw.text806","未設定","",""
"throw.text807","未設定","",""
"throw.text808","匿名","",""
"throw.text809","未設定","",""
"throw.text810","未設定","",""
"throw.text811","💬 回覆訊息","",""
"throw.text812","📊 查看所有對話","",""
"throw_advanced.text813","♈ 白羊座","",""
"throw_advanced.text814","♉ 金牛座","",""
"throw_advanced.text815","♊ 雙子座","",""
"throw_advanced.text816","♋ 巨蟹座","",""
"throw_advanced.text817","♌ 獅子座","",""
"throw_advanced.text818","♍ 處女座","",""
"throw_advanced.text819","♎ 天秤座","",""
"throw_advanced.text820","♏ 天蠍座","",""
"throw_advanced.text821","♐ 射手座","",""
"throw_advanced.text822","♑ 摩羯座","",""
"throw_advanced.text823","♒ 水瓶座","",""
"throw_advanced.text824","♓ 雙魚座","",""
"throw_advanced.text825","❌ 用戶不存在","",""
"throw_advanced.text826","⚠️ 此功能僅限 VIP 會員使用","",""
"throw_advanced.text827","⚙️ **進階篩選（VIP 專屬）**

","",""
"throw_advanced.text828","選擇你想要篩選的條件：

","",""
"throw_advanced.text829","• MBTI：篩選特定性格類型
","",""
"throw_advanced.text830","• 星座：篩選特定星座
","",""
"throw_advanced.text831","• 血型：篩選特定血型
","",""
"throw_advanced.text832","• 性別：篩選性別

","",""
"throw_advanced.text833","💡 可以組合多個條件","",""
"throw_advanced.text834","🧠 MBTI 篩選","",""
"throw_advanced.text835","⭐ 星座篩選","",""
"throw_advanced.text836","🩸 血型篩選","",""
"throw_advanced.text837","👤 性別篩選","",""
"throw_advanced.text838","✅ 完成篩選，輸入內容","",""
"throw_advanced.text839","🏠 返回主選單","",""
"throw_advanced.text840","❌ 發生錯誤","",""
"throw_advanced.text841","⚠️ 會話已過期，請重新開始：/throw","",""
"throw_advanced.text842","🔄 清除選擇","",""
"throw_advanced.back","⬅️ 返回","",""
"throw_advanced.text843","🧠 **MBTI 篩選**

","",""
"throw_advanced.text844","無","",""
"throw_advanced.text845","💡 點擊選擇或取消 MBTI 類型：","",""
"throw_advanced.text846","❌ 發生錯誤","",""
"throw_advanced.text847","⚠️ 會話已過期，請重新開始","",""
"throw_advanced.text848","❌ 發生錯誤","",""
"throw_advanced.text849","⚠️ 會話已過期，請重新開始：/throw","",""
"throw_advanced.text850","🔄 清除選擇","",""
"throw_advanced.text851","⭐ **星座篩選**

","",""
"throw_advanced.text852","無","",""
"throw_advanced.text853","💡 點擊選擇或取消星座：","",""
"throw_advanced.text854","❌ 發生錯誤","",""
"throw_advanced.text855","⚠️ 會話已過期，請重新開始","",""
"throw_advanced.text856","❌ 發生錯誤","",""
"throw_advanced.text857","⚠️ 會話已過期，請重新開始：/throw","",""
"throw_advanced.text858","👤 **性別篩選**

","",""
"throw_advanced.text859","👨 男生","",""
"throw_advanced.text860","👩 女生","",""
"throw_advanced.text861","🌈 任何人","",""
"throw_advanced.text862","💡 選擇你想要的性別：","",""
"throw_advanced.text863","✅ 👨 男生","",""
"throw_advanced.text864","👨 男生","",""
"throw_advanced.text865","✅ 👩 女生","",""
"throw_advanced.text866","👩 女生","",""
"throw_advanced.text867","✅ 🌈 任何人","",""
"throw_advanced.text868","🌈 任何人","",""
"throw_advanced.text869","❌ 發生錯誤","",""
"throw_advanced.text870","⚠️ 會話已過期，請重新開始","",""
"throw_advanced.text871","男生","",""
"throw_advanced.text872","女生","",""
"throw_advanced.text873","任何人","",""
"throw_advanced.text874","❌ 發生錯誤","",""
"throw_advanced.text875","⚠️ 會話已過期，請重新開始：/throw","",""
"throw_advanced.text876","當前篩選條件：

","",""
"throw_advanced.text877","👨 男生","",""
"throw_advanced.text878","👩 女生","",""
"throw_advanced.text879","🌈 任何人","",""
"throw_advanced.text880","無限制","",""
"throw_advanced.text881","無限制","",""
"throw_advanced.text882","🧠 MBTI 篩選","",""
"throw_advanced.text883","⭐ 星座篩選","",""
"throw_advanced.text884","👤 性別篩選","",""
"throw_advanced.text885","✅ 完成篩選，輸入內容","",""
"throw_advanced.text886","🏠 返回主選單","",""
"throw_advanced.text887","❌ 發生錯誤","",""
"throw_advanced.text888","✅ 篩選完成","",""
"throw_advanced.text889","⚠️ 會話已過期，請重新開始：/throw","",""
"throw_advanced.text890","✅ 篩選條件已設定：

","",""
"throw_advanced.text891","👨 男生","",""
"throw_advanced.text892","👩 女生","",""
"throw_advanced.text893","🌈 任何人","",""
"throw_advanced.text894","無限制","",""
"throw_advanced.text895","無限制","",""
"throw_advanced.text896","📝 請輸入你的漂流瓶內容：

","",""
"throw_advanced.text897","💡 提示：
","",""
"throw_advanced.text898","• 最短 5 個字符
","",""
"throw_advanced.text899","• 最多 250 個字符
","",""
"throw_advanced.text900","• 不允許連結、圖片、多媒體
","",""
"throw_advanced.text901","• 不要包含個人聯絡方式
","",""
"throw_advanced.text902","• 友善、尊重的內容更容易被撿到哦～","",""
"throw_advanced.text903","❌ 發生錯誤","",""
"throw_advanced.text904","⚠️ 會話已過期，請重新開始","",""
"throw_advanced.text905","✅ 已清除 MBTI 選擇","",""
"throw_advanced.text906","❌ 發生錯誤","",""
"throw_advanced.text907","⚠️ 會話已過期，請重新開始","",""
"throw_advanced.text908","✅ 已清除星座選擇","",""
"throw_advanced.text909","❌ 發生錯誤","",""
"throw_advanced.text910","⚠️ 會話已過期，請重新開始","",""
"throw_advanced.text911","任何血型","",""
"throw_advanced.text912","🩸 A 型","",""
"throw_advanced.text913","🩸 B 型","",""
"throw_advanced.text914","🩸 AB 型","",""
"throw_advanced.text915","🩸 O 型","",""
"throw_advanced.text916","🩸 **血型篩選**

","",""
"throw_advanced.text917","選擇你想要配對的血型：","",""
"throw_advanced.text918","🩸 A 型","",""
"throw_advanced.text919","🩸 B 型","",""
"throw_advanced.text920","🩸 AB 型","",""
"throw_advanced.text921","🩸 O 型","",""
"throw_advanced.text922","🌈 任何血型","",""
"throw_advanced.text923","↩️ 返回篩選選單","",""
"throw_advanced.text924","❌ 發生錯誤","",""
"throw_advanced.text925","⚠️ 會話已過期，請重新開始","",""
"throw_advanced.text926","任何血型","",""
"throw_advanced.text927","🩸 A 型","",""
"throw_advanced.text928","🩸 B 型","",""
"throw_advanced.text929","🩸 AB 型","",""
"throw_advanced.text930","🩸 O 型","",""
"throw_advanced.text931","❌ 發生錯誤","",""
"tutorial.text932","❌ 找不到用戶資料，請先使用 /start 註冊。","",""
"tutorial.text933","❌ 啟動教學時發生錯誤，請稍後再試。","",""
"tutorial.text934","❌ 找不到用戶資料","",""
"tutorial.text935","❌ 未知操作","",""
"tutorial.text936","❌ 操作失敗","",""
"tutorial.text937","🎉 恭喜完成註冊！

","",""
"tutorial.text938","🌊 **XunNi 是什麼？**
","",""
"tutorial.text939","匿名漂流瓶交友平台，透過 MBTI 和星座幫你找到志同道合的朋友

","",""
"tutorial.text940","📦 **丟出漂流瓶**
","",""
"tutorial.text941","寫下你的心情或想法，系統會幫你找到合適的人

","",""
"tutorial.text942","🎣 **撿起漂流瓶**
","",""
"tutorial.text943","看看別人的漂流瓶，有興趣就回覆開始聊天

","",""
"tutorial.text944","💬 **如何成為朋友？**
","",""
"tutorial.text945","你撿瓶回覆 → 對方也回覆 → 開始匿名聊天","",""
"tutorial.text946","開始使用 →","",""
"tutorial.text947","跳過","",""
"tutorial.text948","🎉 **準備好了！開始交朋友吧～**

","",""
"tutorial.text949","💡 完成任務可獲得額外瓶子","",""
"tutorial.text950","🌊 丟出漂流瓶","",""
"tutorial.text951","🎣 撿起漂流瓶","",""
"tutorial.text952","📋 查看任務","",""
"tutorial.text953","✅ 教學已完成！","",""
"tutorial.text954","❌ 未知的教學步驟","",""
"tutorial.text955","✅ 已跳過教學

","",""
"tutorial.text956","你可以隨時使用以下命令：
","",""
"tutorial.text957","• /throw - 丟出漂流瓶
","",""
"tutorial.text958","• /catch - 撿起漂流瓶
","",""
"tutorial.text959","• /tasks - 查看任務中心
","",""
"tutorial.text960","• /help - 查看幫助","",""
"vip.text961","（約 5 USD）","",""
"vip.text962","（Staging 測試價）","",""
"vip.cancel","❌ 取消","",""
"vip.text963","✅ 正在準備支付...","",""
"vip.text964","❌ 系統發生錯誤","",""
"vip.text965","✅ 正在準備支付...","",""
"vip.text966","❌ 系統發生錯誤","",""
"vip.text967","已取消","",""
"vip.text968","XunNi VIP 訂閱（月費）","",""
"vip.text969","XunNi VIP 續訂","",""
"vip.text970","XunNi VIP 購買","",""
"vip.text971","VIP 訂閱","",""
"vip.text972","VIP 會員 (30 天)","",""
"vip.text973","⚠️ 無效的支付類型","",""
"vip.text974","⚠️ 支付驗證失敗，請稍後再試","",""
"vip.text975","⚠️ 用戶不存在","",""
"vip.text976","🔄 正在更新您的對話歷史，清晰頭像即將顯示...

","",""
"vip.text977","這可能需要幾秒鐘時間，請稍候。","",""
"vip.text978","❌ 處理支付時系統發生錯誤，請聯繫客服。

","",""
"vip_refund.text979","❌ 你不是 VIP 用戶，無法申請退款。","",""
"vip_refund.text980","⏳ 你已有待處理的退款請求，請耐心等待管理員審核。","",""
"vip_refund.text981","❌ 找不到支付記錄。","",""
"vip_refund.text982","❌ 發生錯誤，請稍後再試。","",""
"vip_refund.text983","❌ 退款原因至少需要 10 個字，請重新輸入：","",""
"vip_refund.text984","❌ 提交失敗，請稍後再試。","",""
"vip_refund.text985","❌ 權限不足","",""
"vip_refund.text986","✅ 沒有待處理的退款請求。","",""
"vip_refund.text987","❌ 發生錯誤","",""
"vip_refund.text988","❌ 退款請求不存在或已處理","",""
"vip_refund.text989","❌ 退款請求不存在或已處理","",""
